,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
1282,RCPT_APSOFT_PERS_PCT,00107,Source of Application Software Publishing Revenue: Personal,Other Recurring Non-operating Income,36.80%
1283,RCPT_APSOFT_MAIN_DVAL,00107,Mainframe Computer Application Software revenue,Other Recurring Non-operating Income,36.80%
1284,RCPT_ECOMM_DRUGS_VAL,00214,"Electronic Commerce (e-commerce) - Drugs, health & beauty aids",Inventories,36.80%
1285,OWNSTAT_RACE_OTH,00041,Race of majority ownership - Is the race of the majority ownership of this establishment some other race?,Owned by another company - No/Yes,36.80%
1286,EMP_MAR12_HQOTH,00022,"Employment By Occupation, All other headquarter employees",Employer Identification Number,36.70%
1287,RCPT_ECOMM_BOOK_VAL,00214,Electronic Commerce (e-commerce) - Books,Inventories,36.70%
1288,RCPT_MERCH_NONE_OF_ABOVE,00213,"On 1 Instrument Question: 	SALES_BY_PRINCIPAL_SOURCE_003",Trade Accounts and Trade Notes Receivable,36.70%
1289,RCPT_NEWS_ONLINE_PCT,00107,Source of Newspaper Revenue: Online,Other Recurring Non-operating Income,36.70%
1290,RCPT_NEWS_ONLINE_DVAL,00104,online newspapers revenue,Income (loss) from Operation,36.70%
1291,HOURS_MANOTH,00214,"Steel Mill Department Worker Hours, Other manufacturing or fabricating departments_x000D_
(nuts, bolts, steel containers, etc.)",Inventories,36.70%
1292,FOOD_DAYPART_6ATO11A,00021,"Food and Beverage Sales, 6:00 a.m. - 11:00 a.m.",Closing date,36.60%
1293,PRCH_PROFTECH_PY,00031,Purchased professional and technical services   Prior Year,Corporation Status Active/Discontinued/Merged,36.60%
1294,RCPT_C_ST_IN,00207,"Construction Work by State,  Indiana",State and Local Government Securities,36.60%
1295,SPACE_SELL,00223,Total under-roof selling space,Total Assets,36.60%
1296,INCOM_LEAS_AUTO_OTH_PCT,00302,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Other",Short Term Loans (Commercial Paper),36.60%
1297,PRCH_COMMSVC_PY,00031,Purchased communication services   Prior Year,Corporation Status Active/Discontinued/Merged,36.60%
1298,EMP_MAR12_PKG,00001,"Employment By Occupation, Packaging",Is this your company's industry - yes/no,36.60%
1299,TOTU1INT2,00223,"Total UnFurn Units, Second Intv",Total Assets,36.60%
1300,CLASS_GENPUB_YES_ARCHIVE,00001,"Class of Customer,  As a general business practice, did this establishment sell to household consumers and individual users?",Is this your company's industry - yes/no,36.50%
1301,PATREV_HLTHCARE,00110,Patient Care Revenue:  Medicare - Fee for service and managed care plans,Nonoperating expenses and income,36.50%
1302,HOUSEKEEP,00216,Management provides housekeeping?,Plant and Equipment,36.50%
1303,RCPT_C_ST_MI,00207,"Construction Work by State,  Michigan",State and Local Government Securities,36.50%
1304,EMP_MAR12_MGMTOTH_WRTIN,00022,"Employment By Occupation, all other management  write-in description",Employer Identification Number,36.40%
1305,EMP_MAR12_OTHMAN,00022,"Employment By Occupation, Other management staff",Employer Identification Number,36.40%
1306,PROD_QTYPRD_MICA_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of mica mined and/or beneficiated at this mine or pit",Land and Mineral Rights,36.40%
1307,LAUNDRY,00214,Laundry connections,Inventories,36.40%
1308,COMPUTER_SALE_SOFTWARE_PCT,00216,"Computer System Integration, Sale of custom software produced by this establishment",Plant and Equipment,36.40%
1309,RCPT_LOCTEL_VAL,00107,Total Fixed Local Telephony Revenue,Other Recurring Non-operating Income,36.40%
1310,RCPT_TELEMED_VAL,00110,Revenues from Telemedicine Services: Revenue,Nonoperating expenses and income,36.40%
1311,PAT_CARE_ANESTH_PCT,00216,"Patient Care, Anesthesia services",Plant and Equipment,36.40%
1312,PROP_MAR12_OSTEO,00031,"Proprietor or Partner by Occupation, Osteopathic physicians - licensed practitioners having D.O. degree",Corporation Status Active/Discontinued/Merged,36.40%
1313,RCPT_APSOFT_MAIN_PCT,00107,Source of Application Software Publishing Revenue: Mainframe,Other Recurring Non-operating Income,36.40%
1314,PRCH_EXSOFT_PY,00034,"Purchased prepackaged, custom-coded or vendor-customized software   Prior Year",Discontinued Date,36.40%
1315,PROP_MAR12_PHYTHER,00031,"Proprietor or Partner by Occupation, Physical therapists",Corporation Status Active/Discontinued/Merged,36.40%
1316,RCPT_CLIENT_U_COMM,00206,"Class of Customer,  Commercial (Include farms.)",Commercial and Finance Company paper of US issuers,36.30%
1317,MAIL_ADDR_CITY_TXT ,00022,Company Mailing Address: City,Employer Identification Number,36.30%
1318,GOV_DEL_OPEN,00211,Gov Delivery- Email opened,Trade Receivables from the U.S. Government,36.30%
1319,RCPT_SYSOFT_PERS_DVAL,00104,Personal Computer System Software revenue,Income (loss) from Operation,36.30%
1320,ROBOT_ACTIVE_PY,00216,Number of industrial robots IN OPERATION for this plant  Prior Year,Plant and Equipment,36.30%
1321,ELEC_SOLD_KWH_PY,00211,Quantity of electricity sold or transferred to other domestic reporting units  Prior Year,Trade Receivables from the U.S. Government,36.30%
1322,RCPT_ECOMM_STAT,00001,Electronic Commerce (e-commerce): Status,Is this your company's industry - yes/no,36.30%
1323,TOTU1INT4,00084,"Total UNFurn Units, Fourth Intv",EI for addition 4,36.30%
1324,INCOM_LEAS_AUTO_TOT_PCT,00302,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Total",Short Term Loans (Commercial Paper),36.20%
1325,RCPT_CLIENT_S_ARCH,00001,"Class of Customer, Architectural firms",Is this your company's industry - yes/no,36.20%
1326,RCPT_CLIENT_U_INST,00206,"Class of Customer, Institutional",Commercial and Finance Company paper of US issuers,36.20%
1327,RCPT_C_ST_MO,00207,"Construction Work by State,  Missouri",State and Local Government Securities,36.20%
1328,TOTU3INT0,00223,"Total Coop Units, Initial Intv",Total Assets,36.20%
1329,COMPANYBESTTIME,00021,Best time for the Company Contact,Closing date,36.20%
1330,EXPS_ADVERT_VAL,00110,Purchased Advertising and Promotional Services,Nonoperating expenses and income,36.20%
1331,PROP_MAR12_OCCTHER,00031,"Proprietor or Partner by Occupation, Occupational therapists",Corporation Status Active/Discontinued/Merged,36.20%
1332,REVENUE_INST,00107,QSS revenue instructions based on NAICS,Other Recurring Non-operating Income,36.10%
1333,MINE_HERE_NO_ARCHIVE,00217,Did you mine the materials used to manufacture the products reported at this location?,Land and Mineral Rights,36.10%
1334,HOUSE_CONT_BUILDER,00001,Did you build/manage the construction of residential buildings?,Is this your company's industry - yes/no,36.10%
1335,PROD_QTYPRD_PERLT_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of perlite mined and/or beneficiated at this mine or pit",Land and Mineral Rights,36.10%
1336,OWN_PH,00022,Owner phone number,Employer Identification Number,36.00%
1337,EMP_MAR12_HLTHOTH,00022,"Employment By Occupation, All other health care employees_x000D_
(Include management and administrative staff.)",Employer Identification Number,36.00%
1338,RCPT_LNGTEL_VAL,00107,Total Fixed Long-Distance Telephony Revenue,Other Recurring Non-operating Income,36.00%
1339,PROD_QTYPRD_FELDSP_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of feldspar mined and/or basically prepared for transport at this mine or pit",Land and Mineral Rights,36.00%
1340,VER_NUM_UNITS,PACDE,Verify Number of Units in building,Size code directly related to (and derived from) total assets.,36.00%
1341,EMP_MAR12_LSD_INFO_SERVICES,00001,Q1 LEASED EMPLOYMENT FOR INFO SERVICES CLIENTS,Is this your company's industry - yes/no,36.00%
1342,SURVEY_PERIOD,0122D,The survey period,Census Use Only -- ADJ,35.90%
1343,PATREV_SOCSEC,00110,Patient Care Revenue:  Social Security Benefits - Report direct payment of social security benefits on behalf of patients,Nonoperating expenses and income,35.90%
1344,GOV_DEL_SENT,00211,Gov Delivery - Email Sent,Trade Receivables from the U.S. Government,35.90%
1345,PREV_OWN_ADDR_ZIP_NUM,00031,New Establishment: Former Ownership ZIP Code,Corporation Status Active/Discontinued/Merged,35.90%
1346,RCPT_ADMSNS_PCT,00305,"Admissions to events, theater, games, etc.",Advances and Prepayments by the US GOV,35.90%
1347,RENT_PAY_BUILD_PY,00305,Payments for Rental or lease of buildings and other structures  Prior Year,Advances and Prepayments by the US GOV,35.90%
1348,ORE_GOLD_GOLD,00214,"Quantity of Gold produced,  Gold",Inventories,35.80%
1349,EMP_MAR12_PRDWRK_NUM,00001,Production Worker Employment,Is this your company's industry - yes/no,35.80%
1350,COST5,00061,How many units available at fifth cost?,Number of Subsidiary Corporations,35.80%
1351,IA_PAPER_TYPOP_SELFDSG_11,00022,IA TYPOP Code - Merchant wholesale distributor or jobber,Employer Identification Number,35.80%
1352,RCPT_C_ST_CO,00207,"Construction Work by State,  Colorado",State and Local Government Securities,35.80%
1353,RCPT_C_ST_NJ,00207,"Construction Work by State,  New Jersey",State and Local Government Securities,35.80%
1354,PAY_MANOTH,00214,"Steel Mill Department Wages,  Other manufacturing or fabricating departments_x000D_
(nuts, bolts, steel containers, etc.)",Inventories,35.80%
1355,RCPT_C_ST_PA,00207,"Construction Work by State,  Pennsylvania",State and Local Government Securities,35.80%
1356,PROD_QTYPRD_DIATOM_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of diatomite, mined and/or beneficiated at this mine or pit",Land and Mineral Rights,35.80%
1357,RCPT_FOOD_CNTRC_TOT,00223,"Contract Feeding,  Total",Total Assets,35.80%
1358,REMAINING,PACDE,Number of remaining units less any subsidized and transient units.,Size code directly related to (and derived from) total assets.,35.80%
1359,RENT_PAY_BUILD,00305,Payments for Rental or lease of buildings and other structures,Advances and Prepayments by the US GOV,35.70%
1360,EMP_MAR12_HQOTH_WRTIN,00022,"Employment By Occupation, All other headquarter employees write-in description",Employer Identification Number,35.70%
1361,INCOM_LEAS_AUTO_FEE_PCT,00302,"Automobile and light-duty truck leasing services - includes operating and finance leases,  Fees",Short Term Loans (Commercial Paper),35.70%
1362,HOUSE_SNGL_ATTACH_LAND,00217,"Houses built for customers on their land,  Number of Attached (single-family homes separated by an unbroken ground to roof wall with separate utility meters: townhomes, duplexes, row-homes)",Land and Mineral Rights,35.70%
1363,RCPT_CONTRACT_LOC_TOT,00104,"Contract Work done by customer location,  Location Total",Income (loss) from Operation,35.70%
1364,BENEFIT_PY,0123D,"Fringe Benefits, Total  Prior Year",Retained Earning at End of Quarter,35.70%
1365,PAT_CARE_DIA_HEALTH_PCT,00314,"Patient Care, Diagnostic imaging services paid by other health care providers",All Other Current Liabilities.,35.70%
1366,RECORD_TYP_TXT,00022,2 digit type of record,Employer Identification Number,35.70%
1367,CLASS_AUX_WRTIN,00031,"Auxiliary Establishments,  Principal kind of business or activity performed by the establishments of your enterprise that are managed or serviced by this establishment write-in description",Corporation Status Active/Discontinued/Merged,35.70%
1368,RCPT_BOOK_ONLINE_DVAL,00104,online books revenue,Income (loss) from Operation,35.70%
1369,EMP_MAR12_SUPT,00001,"Employment By Occupation, Sales support - including office, clerical, warehousing, customer service, maintenance employees, and drivers",Is this your company's industry - yes/no,35.60%
1370,RCPT_CONTRACT_CLASS_TOT,00314,"Contract Work done by customer in Puerto Rico,  Total",All Other Current Liabilities.,35.60%
1371,NAPCS_PRM,PACDE,Sum of Values for Prod_code like 2%,Size code directly related to (and derived from) total assets.,35.60%
1372,RCPT_C_ST_RI,00207,"Construction Work by State,  Rhode Iskand",State and Local Government Securities,35.60%
1373,BEDNONEU1,00081,Total Efficiencies for Type 1,EI for addition 1,35.60%
1374,COST8,00214,How many units available at eighth cost?,Inventories,35.50%
1375,BLDG_TYPE4,00216,Fourth Type of Units in Building,Plant and Equipment,35.50%
1376,ROBOT_CAPEX,00216,"Capital expenditures for new and used industrial robotic equipment, including software, installation, and other one-time costs",Plant and Equipment,35.50%
1377,PAY_ANN_OTHWRK_M,00107,Annual Payroll for Other Manufacturing Employees,Other Recurring Non-operating Income,35.50%
1378,RCPT_C_ST_NM,00207,"Construction Work by State,  New Mexico",State and Local Government Securities,35.50%
1379,RCPT_C_ST_UT,00207,"Construction Work by State,  Utah",State and Local Government Securities,35.50%
1380,EMP_MAR12_LSD_ARTS,00121,Q1 LEASED EMPLOYMENT FROM ARTS AND ENTERTAINMENT CLIENTS,Other Credits to Retained Earning,35.50%
1381,RCPT_C_ST_AK,00207,"Construction Work by State,  Alaska",State and Local Government Securities,35.50%
1382,RCPT_C_ST_MT,00207,"Construction Work by State,  Montana",State and Local Government Securities,35.50%
1383,CERT_EMAIL,00022,"Certification,  Email address",Employer Identification Number,35.40%
1384,RCPT_CUST_SUBLIN_IND_DVAL,00107,Household Subscriber Line Charge revenue,Other Recurring Non-operating Income,35.40%
1385,PROD_QTYPRD_KAOLIN_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of kaolin mined and/or basically prepared for transport at this mine or pit",Land and Mineral Rights,35.40%
1386,EMP_SEP12_CONWRK,00001,"Third Quarter Employment,  Construction Workers",Is this your company's industry - yes/no,35.40%
1387,PHYSLOC_COUNTY,00207,Physical Location County,State and Local Government Securities,35.40%
1388,RCPT_C_ST_TN,00207,"Construction Work by State,  Tennessee",State and Local Government Securities,35.40%
1389,COST6,00061,How many units available at sixth cost?,Number of Subsidiary Corporations,35.40%
1390,COMPUTER_SALE_OTHER_PCT,00001,"Computer System Integration, Other, including consulting, training, engineering, etc.",Is this your company's industry - yes/no,35.30%
1391,PRCH_TRANS_NODRIVERS,00314,"Purchased Transportation,  Lease and rental payments for trucks and other motor vehicles without drivers",All Other Current Liabilities.,35.30%
1392,RCPT_C_ST_LA,00207,"Construction Work by State,  Louisiana",State and Local Government Securities,35.30%
1393,RCPT_C_ST_SD,00207,"Construction Work by State,  South Dakota",State and Local Government Securities,35.30%
1394,EMP_DEC12_PRDWRK,00119,"Fourth Quarter Employment,  Production Workers",Retained Earnings at Beginning of Quarter,35.30%
1395,EMP_MAR12_CONWRK,00119,"First  Quarter Employment,  Construction Workers",Retained Earnings at Beginning of Quarter,35.30%
1396,PROP_MAR12_AUDIO,00031,"Proprietor or Partner by Occupation, Audiologists",Corporation Status Active/Discontinued/Merged,35.30%
1397,EXPS_FRNG_BENEFIT_VAL,00105,Employer's Cost for Fringe Benefits,Interest Expense,35.30%
1398,WATER_SOURCE_TIDE,00217,What was this establishment’s main source of new water?,Land and Mineral Rights,35.20%
1399,EMP_MAR12_RD_SCI,00001,"Employment By Occupation, Research and Development, Scientists or engineers",Is this your company's industry - yes/no,35.20%
1400,RCPT_INTELPH_BUN_PCT,00110,Percentage of receipts for internet telephone services from “bundled” services.,Nonoperating expenses and income,35.20%
1401,PHYSLOC_OFF,00211,True if the operations of this domestic reporting unit are offshore; false otherwise.,Trade Receivables from the U.S. Government,35.20%
1402,RCPT_C_ST_TX,00207,"Construction Work by State,  Texas",State and Local Government Securities,35.20%
1403,COST_FUEL,00214,"Purchased fuels consumed for heat, power, or the generation of electricity",Inventories,35.20%
1404,RCPT_CUST_LOCTEL_IND_DVAL,00107,Household Fixed Local Telephony revenue,Other Recurring Non-operating Income,35.20%
1405,RCPT_C_ST_KS,00207,"Construction Work by State,  Kansas",State and Local Government Securities,35.20%
1406,SURV_YEAR_STAT,00107,Reporting Period Type,Other Recurring Non-operating Income,35.20%
1407,CERT_PHONE_NUM,00022,Contact Information: Phone,Employer Identification Number,35.20%
1408,RCPT_APSOFT_ENTR_PCT,00001,Source of Application Software Publishing Revenue: Enterprise or network,Is this your company's industry - yes/no,35.20%
1409,PGM_TYPE4,00305,Fourth Subsidy Program,Advances and Prepayments by the US GOV,35.20%
1410,TYPE,0122D,"Survey Unit Type  su,mu",Census Use Only -- ADJ,35.10%
1411,LOGIN_ID_CURR,00022,LOGIN_ID_CURR is the latest access ID and it will match LOGIN_ID if the record is the most recent for the SSCID,Employer Identification Number,35.10%
1412,ORE_SILVER_SILVER,00214,"Quantity of Silver produced,  Silver",Inventories,35.10%
1413,PAY_ANN_LSD_ARTS,00107,Leased Annual Payroll for Arts and Entertainment Clients,Other Recurring Non-operating Income,35.10%
1414,PROD_CLASS_CODE,PACDE,NAPCS code that corresponds to the individual product,Size code directly related to (and derived from) total assets.,35.10%
1415,BEDNONEU2,00082,Total Efficiencies for Type 2,EI for addition 2,35.10%
1416,FOOD_SVC_OTH_WRTIN,00214,"Food Services,  Other  Write-in description",Inventories,35.10%
1417,BENEFIT_OTH_PY,00314,Employer's Cost for other benefits   Prior Year,All Other Current Liabilities.,35.00%
1418,AFFIL_SPL_NAICS_SELFDSG_WRT,00031,"Added child establishment,   Kind of business write-in description",Corporation Status Active/Discontinued/Merged,35.00%
1419,REMAINING_UNITS,PACDE,Remaining units within unit type,Size code directly related to (and derived from) total assets.,35.00%
1420,RCPT_CUST_SUBLIN_BUS_PCT,00105,"Class of Customer: Subscriber Line Charges, Business",Interest Expense,35.00%
1421,RCPT_C_ST_GA,00207,"Construction Work by State,  Georgia",State and Local Government Securities,35.00%
1422,COST12,00214,How many units available at twelfth cost?,Inventories,35.00%
1423,PATREV_PRIVTE_HLTH,00110,"Patient Care Revenue:  Private health insurance - Include revenue from medical plans administered by private insurers, including employer sponsored and other group plans.",Nonoperating expenses and income,34.90%
1424,ORE_SILVER_GOLD,00214,"Quantity of Silver produced,  Gold",Inventories,34.90%
1425,EMP_AVG_PRDWRK,00061,Average number of annual production workers at this establishment,Number of Subsidiary Corporations,34.90%
1426,RCPT_UFO_TOT,00306,Value of Unfilled Orders,Trade Accounts and Trade Notes Payable,34.90%
1427,REF_PER,0122D,Survey reference period,Census Use Only -- ADJ,34.90%
1428,RCPT_OVERTOP_BUN_PCT,00107,Percentage of receipts for over-the-top (OTT) services from “bundled” services.,Other Recurring Non-operating Income,34.90%
1429,COST_ELEC_RESALE,00325,Cost of electricity purchased for resale,treasury Stock at cost,34.90%
1430,PROP_MAR12_PHYS,00031,"Proprietor or Partner by Occupation, Doctors/Physicians - licensed practitioners having M.D. degree",Corporation Status Active/Discontinued/Merged,34.90%
1431,PAY_QTR1_PRDWRK_VAL,00022,Payroll: production workers,Employer Identification Number,34.90%
1432,EMP_AVG_PRDWRK_PY,00117,Average number of annual production workers at this establishment   Prior Year,Cumulative Effect of Accounting Changes,34.80%
1433,EXPS_NETFEE_VAL,00105,Network Compensation Fees (networks only),Interest Expense,34.80%
1434,PROP_MAR12_LPN,00031,"Proprietor or Partner by Occupation,  Licensed practical nurses",Corporation Status Active/Discontinued/Merged,34.80%
1435,CLASS_OTH,00212,"Class of Customer,  Other",Other Trade Accounts,34.80%
1436,PHYSLOC_ADDR_STREET_TXT,00022,Physical Address: Number and Street,Employer Identification Number,34.80%
1437,EMP_MAR12_LSD_MANUF,00001,Q1 LEASED EMPLOYMENT FOR MANUFACTURING CLIENTS,Is this your company's industry - yes/no,34.80%
1438,EXPS_BUILD_REP_VAL,00305,"Rent payments, buildings",Advances and Prepayments by the US GOV,34.80%
1439,RCPT_CLIENT_F_OTH,00001,"Class of Customer,  Businesses and all other",Is this your company's industry - yes/no,34.80%
1440,PBA_2022_CENSUS,00219,Final selected PBA code/variation for the respondent within the 2022 EC,NET PPE,34.70%
1441,RCPT_C_ST_OH,00207,"Construction Work by State,  Ohio",State and Local Government Securities,34.70%
1442,RCPT_C_ST_KY,00207,"Construction Work by State,  Kentucky",State and Local Government Securities,34.70%
1443,RCPT_C_ST_CA,00207,"Construction Work by State,  California",State and Local Government Securities,34.70%
1444,RCPT_C_ST_MN,00207,"Construction Work by State,  Minnesota",State and Local Government Securities,34.70%
1445,EMP_MAR12_LSD_MINE,00001,Q1 LEASED EMPLOYMENT FOR MINING CLIENTS,Is this your company's industry - yes/no,34.70%
1446,COST1,00223,How many units available at first cost?,Total Assets,34.70%
1447,ROBOT_INDST_PRCH_NUM,00216,Robotics: Purchased,Plant and Equipment,34.70%
1448,COST7,00223,How many units available at seventh cost?,Total Assets,34.70%
1449,RCPT_ECOMM_COMP_VAL,00214,Electronic Commerce (e-commerce) - Computer,Inventories,34.70%
1450,EXPS_FRNG_BENEFIT_VAL,00114,Fringe benefits,Provision for Income Taxes,34.60%
1451,RCPT_MOTR_STONE_PCT,00217,"Analysis of Motor Carrier Operations: Stone, non-metallic minerals, and metallic ores",Land and Mineral Rights,34.60%
1452,FOOD_SVC_CAFETERIA,00216,"Food Services,  type of primary food service provided",Plant and Equipment,34.60%
1453,TOTU2INT0,00081,"Total Furn Units, Initial Intv",EI for addition 1,34.60%
1454,PGM_TYPE3,00305,Third Subsidy Program,Advances and Prepayments by the US GOV,34.60%
1455,PROD_QTYPRD_RDGRAN_NONE,00217,"None for the question: If MINE_HERE = 1, report the quantity of rough dimension granite (including gneiss, syenite, and diorite) mined at this mine or pit",Land and Mineral Rights,34.60%
1456,EMP_MAR12_REPAIR,00001,"Employment By Occupation, Repair and maintenance (for vehicles and equipment)",Is this your company's industry - yes/no,34.60%
1457,PAY_ANN_TOT_S,00328,Total Leased Annual Payroll from All Clients,Total Laibilities and Stockholders Equity,34.60%
1458,EMP_SEP12,00118,"Third Quarter Employment, Construction Workers and Other Construction Employees Total",Net Income (loss) for Quarter,34.60%
1459,IA_PAPER_TYPOP_SELFDSG_49,00091,IA TYPOP Code - Electronic market,EI for Deletion 1,34.60%
1460,OWN_PO,00207,Owner city.,State and Local Government Securities,34.50%
1461,RCPT_C_ST_MS,00207,"Construction Work by State,  Mississippi",State and Local Government Securities,34.50%
1462,EMP_JUN12_CONWRK,00001,"Second Quarter Employment,  Construction Workers",Is this your company's industry - yes/no,34.50%
1463,PROP_MAR12_LPN_XPSY,00031,"Proprietor or Partner by Occupation, Licensed practical or vocational nurses",Corporation Status Active/Discontinued/Merged,34.50%
1464,COMPUTER_SALE_RE_HWARE_PCT,00214,"Computer System Integration, Resale of purchased computer hardware",Inventories,34.50%
1465,COMPUTER_SALE_TOT_PCT,00223,"Computer System Integration, Total",Total Assets,34.50%
1466,RCPT_CUST_LNGTEL_BUS_PCT,00001,"Class of Customer: Fixed Long-distance Telephony, Business",Is this your company's industry - yes/no,34.50%
1467,COST_LABOR_PRD,00216,Contract labor for production,Plant and Equipment,34.50%
1468,RCPT_C_ST_AZ,00207,"Construction Work by State,  Arizona",State and Local Government Securities,34.40%
1469,ARU_NAICS,PACDE,Alternate Reporting Unit:   NAICS code,Size code directly related to (and derived from) total assets.,34.40%
1470,PAY_MINEWRK,00217,Wages paid to workers at mine or pit,Land and Mineral Rights,34.40%
1471,PAY_ANN_LSD_REPAIR_PER,00314,Leased Annual Payroll from Repair Services Clients,All Other Current Liabilities.,34.40%
1472,PHYSLOC_ADDR_CITY_TXT,00022,Physical Address: City,Employer Identification Number,34.40%
1473,PROP_MAR12_OTHDENT,00031,"Proprietor or Partner by Occupation,  Other dental practitioners (Include hygienists, technicians, and assistants.)",Corporation Status Active/Discontinued/Merged,34.40%
1474,HOUSE_MULT_UNITS,00072,"Multifamily homes started,  Number of Housing Units (total individual units of all multifamily buildings started)",Number of Subsidiary Corporations - Not Consolidated,34.40%
1475,RCPT_C_ST_NV,00207,"Construction Work by State,  Nevada",State and Local Government Securities,34.40%
1476,RCPT_C_ST_FL,00207,"Construction Work by State,  Florida",State and Local Government Securities,34.30%
1477,PROP_MAR12_SPEECHPTH,00031,"Proprietor or Partner by Occupation, Speech-language pathologists",Corporation Status Active/Discontinued/Merged,34.30%
1478,RCPT_CONTRACT_FOREIGN,00109,"Contract Work done by customer location,  Other foreign places",Income loss of foreign branches,34.30%
1479,BPONAME,00022,BPO/Segment Name - Name of the building permit office or NP segment,Employer Identification Number,34.30%
1480,RENT_PAY_MACH_PY,00314,Payments for Rental or lease of machinery and equipment  Prior Year,All Other Current Liabilities.,34.30%
1481,EXPS_USC_VAL,00105,Universal Service Contributions (USC) and Other Similar Charges,Interest Expense,34.30%
1482,ADD_REMARKS_TXT,00084,Enter additional remarks,EI for addition 4,34.20%
1483,PROP_MAR12_POD,00031,"Proprietor or Partner by Occupation, Podiatric physicians - licensed practitioners having D.P.M. degree",Corporation Status Active/Discontinued/Merged,34.20%
1484,COST9,00214,How many units available at ninth cost?,Inventories,34.20%
1485,QSS_OUT_OF_SCOPE_IND,00031,Indicator if a company is out-of-scope to QSS. Meaning can't correct the NAICS before mailout.,Corporation Status Active/Discontinued/Merged,34.20%
1486,OWNSTAT_RACE_OTHPACF_WRTIN,00324,The other Pacific Islander race(Race of majority ownership),Other Stockholder Equity,34.20%
1487,CLASS_REPAIR,00214,"Class of Customer,  Repair shops for use in repair work",Inventories,34.20%
1488,EMP_MAR12_COMSYS,00001,"Employment By Occupation, Computer systems design, custom computer programming, and electronic data processing",Is this your company's industry - yes/no,34.10%
1489,PROD_QTYPRD_STRIP_OUT_W,00217,The total amount  of charges for strip-pit mined by outside contractor ,Land and Mineral Rights,34.10%
1490,BENEFIT,00112,"Fringe Benefits, Total",Provision for Income Taxes (FEDERAL),34.10%
1491,COST11,CB119,How many units available at eleventh cost?,cb 119 for general imp,34.10%
1492,RCPT_C_ST_ID,00113,"Construction Work by State,  Idaho",Provision for Income Taxes (STATE),34.00%
1493,NC9902C_TYPOP_WRTIN_77,00104,TYPE OF OPERATION - 9902C writein,Income (loss) from Operation,34.00%
1494,PHYSLOC_ADDR_ST_TXT,00022,Physical Address: State,Employer Identification Number,34.00%
1495,MEDIA_SUB_OTHER_PCT,00221,"Subscription Media, Other media, including CD-ROM/DVD-ROM, diskette or cassette, and microform",All Other Non-current Assets,34.00%
1496,RCPT_C_ST_CT,00207,"Construction Work by State,  Connecticut",State and Local Government Securities,34.00%
1497,CERT_EXTENSION_NUM,00022,Contact Information: Extension,Employer Identification Number,34.00%
1498,MAIL_ADDR_CITY_TXT,00203,Mailing City,Time Deposit Outside the U.S.,34.00%
1499,CLASS_CON,00001,"Class of Customer,  Construction contractors",Is this your company's industry - yes/no,34.00%
1500,ROBOT_INDST_INOP_WRTIN_TXT,00216,"Robotics: In operation, explain",Plant and Equipment,33.90%
1501,NEWCON_NO,00031,"Was this consolidated reporting unit involved in new construction or renovation of buildings, structures, or communication lines?",Corporation Status Active/Discontinued/Merged,33.90%
1502,RCPT_PRDSHIP_PR,00211,"Value of product shipped by customer location, Puerto Rico",Trade Receivables from the U.S. Government,33.90%
1503,RCPT_C_ST_OK,00207,"Construction Work by State,  Oklahoma",State and Local Government Securities,33.90%
1504,RCPT_FOOD_CNTRC_GOV,00305,"Contract Feeding, Governmental organizations (Federal, state, local), including correctional facilities",Advances and Prepayments by the US GOV,33.90%
1505,EXPS_BENEFIT_TOT,00223,"Benefits Paid, Total",Total Assets,33.90%
1506,PAY_ANN_LSD_AGRICULTURE,00121,Leased Annual Payroll for Agriculutral Clients,Other Credits to Retained Earning,33.90%
1507,PAY_ANN_LSD_MINE,00121,Leased Annual Payroll from Mining Clients,Other Credits to Retained Earning,33.90%
1508,INC_GAS,00105,Is Gas included in the rent/condo fee?,Interest Expense,33.90%
1509,RCPT_CONTRACT_US,00203,"Contract Work done by customer location,  U.S. and Territories",Time Deposit Outside the U.S.,33.90%
1510,COST10,00214,How many units available at tenth cost?,Inventories,33.90%
1511,APPTOTH,00306,Appointment Notes,Trade Accounts and Trade Notes Payable,33.80%
1512,ADD_MAJOR_ACT_CODE,00031,"Added establishment,  Major activity code",Corporation Status Active/Discontinued/Merged,33.80%
1513,NAPCS_OTH,PACDE,Sum of Values for Prod_code NOT like 2%,Size code directly related to (and derived from) total assets.,33.80%
1514,RCPT_C_ST_VA,00207,"Construction Work by State,  Virginia",State and Local Government Securities,33.80%
1515,EMP_MAR12_LSD_TOT_S,0123D,TOTAL Q1 LEASED EMPLOYMENT FOR ALL CLIENTS,Retained Earning at End of Quarter,33.80%
1516,ORE_GOLD_LEADZINC,00217,"Quantity of Gold produced,  Lead/Zinc",Land and Mineral Rights,33.80%
1517,SOMA_HNO,00022,House Number,Employer Identification Number,33.80%
1518,ORE_GOLD_COPPER,00214,"Quantity of Gold produced,  Copper",Inventories,33.80%
