Variable Source,Variable - MDR,Similarity Score (result/cosineSimilarity.csv),Actual Result,VariableNameB (result/cosineJaccardSimilarity.csv),Similarity Score (result/cosineJaccardSimilarity.csv),Actual Result (result/cosineJaccardSimilarity.csv),VariableNameB (result/cosineSimilarityMultiple.csv),Similarity Score (result/cosineSimilarityMultiple.csv),Actual Result (result/cosineSimilarityMultiple.csv),Match (result/cosineSimilarity.csv),Match (result/cosineJaccardSimilarity.csv),Match (result/cosineSimilarityMultiple.csv)
B_RDEXP_DOM_EMPL,COST7U4B1INT3,34.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,29.25%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B1INT3,34.40%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,29.28%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.40%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_ID,34.40%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,29.25%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,34.40%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B1INT2,34.40%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.26%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.40%,EXPS_RD_US_BASIC_VAL,0,0,0
RESP_REMARKS,PROD_QTYPRD_UNCALGYP_NONE,34.40%,REMARKS_WRTIN_TXT,RESP_REMARKS,29.23%,REMARKS_WRTIN_TXT,RESP_REMARKS,34.40%,REMARKS_WRTIN_TXT,0,0,0
B_COOP,RCPT_CUST_LOCTEL_IND_PCT,34.40%,COOP_PARTNER_LOC_CHKBOX,B_COOP,29.21%,COOP_PARTNER_LOC_CHKBOX,B_COOP,34.40%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U2B1INT0,34.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,29.28%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,34.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U2B2INT0,34.40%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,29.26%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,34.40%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B0INT3,34.30%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,29.13%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.30%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B2INT0,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.17%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B0INT1,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.16%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM ,COST11U4B2INT0,34.30%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,29.20%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,34.30%,EXPS_RD_DOM_DVAL,0,0,0
B_RDCOST_DOM_BASIC,COST2U3B2INT4,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.12%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B1INT1,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.19%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
O4_NAME_TITLE,BED4U4,34.30%,OWNER4_NAME,O4_NAME_TITLE,29.13%,OWNER4_NAME,O4_NAME_TITLE,34.30%,OWNER4_NAME,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B1INT1,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.11%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U2B2INT0,34.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,29.18%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,34.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
RESP_REMARKS,SOMA_SURVEY_PERIOD,34.30%,REMARKS_WRTIN_TXT,RESP_REMARKS,29.12%,REMARKS_WRTIN_TXT,RESP_REMARKS,34.30%,REMARKS_WRTIN_TXT,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_VT,34.30%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,29.16%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,34.30%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST7U3B3INT1,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.12%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",RECORD_STORENUM,34.30%,CERT_PHONE_NUM,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",29.14%,CERT_PHONE_NUM,"RESP_PHONE_AREA_CODE
RESP_PHONE_PREFIX, RESP_PHONE_SUFFIX, ",34.30%,CERT_PHONE_NUM,0,0,0
B_RDCOST_DOM_BASIC,COST7U3B1INT3,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.15%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST7U2B1INT0,34.30%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,29.17%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,34.30%,EXPS_RD_DOM_MAT_VAL,0,0,0
RESP_EMAIL  ,MARKETING_TY_TXT,34.30%,CERT_EMAIL_TXT,RESP_EMAIL  ,31.67%,CERT_EMAIL_TXT,RESP_EMAIL  ,34.30%,CERT_EMAIL_TXT,0,0,0
,AIES_TYPOP_CODE_STAT,,,,,,,,,0,0,0
B_RDCOST_DOM_BASIC,COST3U3B0INT4,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.17%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST1U3B1INT2,34.30%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.16%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.30%,EXPS_RD_US_BASIC_VAL,0,0,0
,INV_B_FIFO_VAL,,,,,,,,,0,0,0
B_NUMKPI,REPORTING_ID,38.40%,KPI_MONITOR_NUM,B_NUMKPI,32.67%,KPI_MONITOR_NUM,B_NUMKPI,38.40%,KPI_MONITOR_NUM,0,0,0
AIQUALC,ROBOT_INDST_INOP_NUM,34.30%,AI_QUAL_CTRL_CODE,AIQUALC,29.14%,AI_QUAL_CTRL_CODE,AIQUALC,34.30%,AI_QUAL_CTRL_CODE,0,0,0
B_RDCOST_DOM_BASIC,COST4U3B2INT3,34.20%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.04%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.20%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B1INT3,34.20%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.10%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.20%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM ,COST11U4B1INT0,34.20%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,29.09%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,34.20%,EXPS_RD_DOM_DVAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B3INT0,34.20%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.09%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.20%,EXPS_RD_US_BASIC_VAL,0,0,0
B_EMPNUM_RDFTE_TOTAL,EMP_MAR12_POD,34.20%,EMP_FTE_RD_NUM,B_EMPNUM_RDFTE_TOTAL,29.05%,EMP_FTE_RD_NUM,B_EMPNUM_RDFTE_TOTAL,34.20%,EMP_FTE_RD_NUM,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B0INT3,34.20%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,29.07%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.20%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B0INT4,34.20%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.09%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.20%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST3U3B1INT3,34.20%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.04%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.20%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B0INT2,34.10%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.02%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.10%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST2U2B3INT0,34.10%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.95%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,34.10%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B2INT1,34.10%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.10%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B2INT3,34.10%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.95%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.10%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_COOP,PAT_CARE_LAB_IND_PCT,34.10%,COOP_PARTNER_LOC_CHKBOX,B_COOP,30.06%,COOP_PARTNER_LOC_CHKBOX,B_COOP,34.10%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B0INT0,34.10%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.99%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.10%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B2INT1,34.10%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.96%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.10%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B1INT0,34.10%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.97%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.10%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_OPEXPENSE ,EXPS_BENEFIT_OTHPC_INS,34.10%,EXPS_TOT_VAL,B_OPEXPENSE ,28.98%,EXPS_TOT_VAL,B_OPEXPENSE ,34.10%,EXPS_TOT_VAL,0,0,0
B_RDFED_TOTAL,PGM_TYPE2,34.10%,FED_RD_TOT_DVAL,B_RDFED_TOTAL,29.00%,FED_RD_TOT_DVAL,B_RDFED_TOTAL,34.10%,FED_RD_TOT_DVAL,0,0,0
B_BUSTARGET,COVERAGE_INST,34.10%,PROD_TARG_TIMEFRM_CODE,B_BUSTARGET,29.01%,PROD_TARG_TIMEFRM_CODE,B_BUSTARGET,34.10%,PROD_TARG_TIMEFRM_CODE,0,0,0
B_RDCOST_DOM_BASIC,COST5U3B3INT1,34.10%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,29.02%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.10%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B2INT1,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.89%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B1INT3,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.88%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
CPSTR,COST3U4B0INT0,34.00%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.87%,CAPEX_RSRCH_BUILD_VAL,CPSTR,34.00%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_ANYONE_10_PCT,SE_TOT_VAL,34.00%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,28.91%,OWNED_10_PCT_STAT,B_ANYONE_10_PCT,34.00%,OWNED_10_PCT_STAT,0,0,0
B_RDCOST_DOM_BASIC,COST11U3B1INT4,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST6U3B1INT2,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.93%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM ,COST11U4B3INT0,34.00%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,28.94%,EXPS_RD_DOM_DVAL,B_RDEXP_DOM ,34.00%,EXPS_RD_DOM_DVAL,0,0,0
B_RDCOST_DOM_BASIC,COST2U3B3INT2,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.89%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
,BUS_TECH_IND_ROB_OTH,,,,,,,,,0,0,0
B_RDCOST_DOM_BASIC,COST3U3B3INT1,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.91%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
RESP_BUS_DESC,SPACE_STORAGE,34.00%,NAICS_DESC_TXT,RESP_BUS_DESC,28.89%,NAICS_DESC_TXT,RESP_BUS_DESC,34.00%,NAICS_DESC_TXT,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B2INT0,34.00%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.94%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.00%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_CRDSRC,ASSET_TRADE_REC_VAL,34.00%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,28.91%,CREDIT_SOURCES_CHKBOX,B_CRDSRC,34.00%,CREDIT_SOURCES_CHKBOX,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B2INT3,34.00%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.94%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,34.00%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_COOP,NAICS_SECTOR,34.00%,COOP_PARTNER_LOC_CHKBOX,B_COOP,28.94%,COOP_PARTNER_LOC_CHKBOX,B_COOP,34.00%,COOP_PARTNER_LOC_CHKBOX,0,0,0
B_RDCOST_DOM_BASIC,COST1U3B1INT4,34.00%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.86%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,34.00%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST12U1B3INT0,33.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.79%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST6U3B2INT3,33.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.84%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.90%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST7U4B2INT1,33.90%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.79%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.90%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST2U3B3INT4,33.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.90%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST2U2B1INT0,33.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.85%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST12U3B3INT1,33.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.82%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.90%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B3INT0,33.90%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.82%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.90%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST6U2B0INT0,33.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.84%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST6U3B1INT4,33.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.81%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.90%,EXPS_RD_US_BASIC_VAL,0,0,0
B_SALES_PCT_US_TOT,RCPT_NEWS_OTH_PCT,33.90%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,30.71%,SALES_US_TOT_DPCT,B_SALES_PCT_US_TOT,33.90%,SALES_US_TOT_DPCT,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B2INT0,33.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.78%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B3INT1,33.90%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.77%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.90%,EXPS_RD_US_BASIC_VAL,0,0,0
B_NUMKPI,KAU_ID,39.00%,KPI_MONITOR_NUM,B_NUMKPI,33.19%,KPI_MONITOR_NUM,B_NUMKPI,39.00%,KPI_MONITOR_NUM,0,0,0
O1_OWNER_DISABLE,EXPS_REFUSE_VAL,33.90%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,28.84%,OWNER_DISABILITY_CODE,O1_OWNER_DISABLE,33.90%,OWNER_DISABILITY_CODE,0,0,0
O1_MAJOR,EMP_MAR12_OPT,33.90%,EDU_CODE,O1_MAJOR,29.99%,EDU_CODE,O1_MAJOR,33.90%,EDU_CODE,0,0,0
B_EXPCOST_BLDG,ELEC_GEN_KWH_PY,33.90%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,28.78%,CAPEX_RD_OPS_BLDG_VAL,B_EXPCOST_BLDG,33.90%,CAPEX_RD_OPS_BLDG_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST3U2B1INT0,33.90%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.81%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.90%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B3INT0,33.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.72%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST1U3B3INT3,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.71%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST9U3B1INT2,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.76%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
EMPC,RCPT_C_ST_FL,33.80%,EMP_RSRCH_CONTRACT_NUM,EMPC,28.74%,EMP_RSRCH_CONTRACT_NUM,EMPC,33.80%,EMP_RSRCH_CONTRACT_NUM,0,0,0
CPSTR,COST8U4B3INT0,33.80%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.69%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.80%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST3U3B1INT2,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.72%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST11U3B1INT2,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.70%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
CPSTR,COST4U4B1INT0,33.80%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.70%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.80%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST9U2B1INT0,33.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.74%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
CPSTR,COST4U4B3INT0,33.80%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.71%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.80%,CAPEX_RSRCH_BUILD_VAL,0,0,0
CPSTR,COST4U4B2INT0,33.80%,CAPEX_RSRCH_BUILD_VAL,CPSTR,28.77%,CAPEX_RSRCH_BUILD_VAL,CPSTR,33.80%,CAPEX_RSRCH_BUILD_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST10U3B0INT2,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.71%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
B_EMPNUM_W2_TOTAL,RCPT_C_ST_WI,33.80%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,28.75%,EMP_W2_TOT_DNUM,B_EMPNUM_W2_TOTAL,33.80%,EMP_W2_TOT_DNUM,0,0,0
B_CONTRACTOUT_TYPE,RCPT_C_ST_SD,33.80%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,28.74%,MAN_CONTRACTOUT_CHKBOX,B_CONTRACTOUT_TYPE,33.80%,MAN_CONTRACTOUT_CHKBOX,0,0,0
B_RDEXP_DOM_EMPL,PATREV_PRIVTE_PROPCAS,33.80%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.69%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.80%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_RDEXP_DOM_MATERIALS,COST4U2B1INT0,33.80%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,28.74%,EXPS_RD_DOM_MAT_VAL,B_RDEXP_DOM_MATERIALS,33.80%,EXPS_RD_DOM_MAT_VAL,0,0,0
B_RDCOST_DOM_BASIC,COST8U3B0INT3,33.80%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,28.75%,EXPS_RD_US_BASIC_VAL,B_RDCOST_DOM_BASIC,33.80%,EXPS_RD_US_BASIC_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST12U4B1INT3,33.80%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.77%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.80%,EXPS_RD_DOM_EMP_VAL,0,0,0
B_TRAINEXP_TOT,BEDNONEU3,33.70%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,28.67%,EXPS_TRAIN_VAL,B_TRAINEXP_TOT,33.70%,EXPS_TRAIN_VAL,0,0,0
B_RDEXP_DOM_EMPL,COST6U4B1INT1,33.70%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,28.68%,EXPS_RD_DOM_EMP_VAL,B_RDEXP_DOM_EMPL,33.70%,EXPS_RD_DOM_EMP_VAL,0,0,0
