,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
1494,CLASS_FARM,00219,"Class of Customer,  Farmers for use in farm production",Net Property Plant and Equipment     219 NET PPE Net PPE,35.40%
1495,WATER_SOURCE_GROUND,00216,What was this establishment’s main source of new water?,Plant and Equipment                  216 Plant and Equipment Plant and Equipment,35.40%
1496,PREV_OWNER_ADDR_ZIP,00219,ZIP Code of Former Owner or operator,Net Property Plant and Equipment     219 NET PPE Net PPE,35.40%
1497,ADDR_ST,00308,Mailing Address State,Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),35.40%
1498,MRCH_ECOMMERCE_DVAL,00101,sum of ecommerce merchadise lines,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.40%
1499,EMP_MAR12_LSD_FINANCE,P2PAY,Q1 LEASED EMPLOYMENT FOR FINANCE AND INSURANCE CLIENTS,Prior Prior quarter payroll from BR nan nan,35.40%
1500,RCPT_TELEMED_STAT,00110,Revenues from Telemedicine Services: Status,NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,35.40%
1501,COST6U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #6",current PAY from BR nan nan,35.40%
1502,NC9902C_TYPOP_SELFDSG_43_ARCHIVE,0122D,Unclassified survey Type of Operation,Census Use Only -- ADJ               122 Census Use Only -- ADJ Census Use Only -- ADJ,35.30%
1503,PROP_MAR12_PHYASST,00219,"Proprietor or Partner by Occupation, Physician assistants",Net Property Plant and Equipment     219 NET PPE Net PPE,35.30%
1504,RCPT_CLIENT_F_OTH,00101,"Class of Customer,  Businesses and all other","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.30%
1505,COST11U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #11",current PAY from BR nan nan,35.30%
1506,KAU_ID,00109,Reporting unit that has the linkage between the KAU and its' corresponding MU establishments,Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,35.30%
1507,AFFIL_SPL_ADDR_MUN,00219,"Added child establishment,  Municipality",Net Property Plant and Equipment     219 NET PPE Net PPE,35.30%
1508,ADD_MAJOR_ACT_CODE,00216,"Added establishment,  Major activity code",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,35.20%
1509,EMP_MAR12_REPAIR,00001,"Employment By Occupation, Repair and maintenance (for vehicles and equipment)",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,35.20%
1510,RCPT_CLIENT_F_INDIV,00101,"Class of Customer,  Individuals","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.20%
1511,OWNSTAT_ORGN_DNK_ARCHIVE,00041,"Is the majority ownership of this establishment of Hispanic, Latino, or Spanish origin?",Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,35.20%
1512,COVERAGE_INST,00001,QSS Industry description,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,35.20%
1513,EXPS_FUEL_VAL,00101,Purchased Fuels (Except Motor Fuels),"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.20%
1514,EMP_MAR12_LSD_ARTS,00107,Q1 LEASED EMPLOYMENT FROM ARTS AND ENTERTAINMENT CLIENTS,Other recurring non-operating income 107 Other Recurring Non-operating Income Other Recurring Non-operating Income,35.20%
1515,EMP_MAR12_CAO,00022,"Employment By Occupation, General support of other establishments in your company - including central administrative, accounting, research, and other support employees",EI of corp Employer Identification Number Employer Identification Number,35.20%
1516,CLASS_APPAREL,00001,"Class of Customer,  Apparel manufacturers",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,35.20%
1517,ORE_SILVER_GOLD,00217,"Quantity of Silver produced,  Gold",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,35.10%
1518,RCPT_SYSOFT_ENTR_PCT,00101,Source of System Software Publishing Revenue: Enterprise or network,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.10%
1519,HOUSE_MULT_UNITS,00219,"Multifamily homes started,  Number of Housing Units (total individual units of all multifamily buildings started)",Net Property Plant and Equipment     219 NET PPE Net PPE,35.10%
1520,LSD_50_YES_ARCHIVE,00001,Did your company lease 50 percent or more of its permanent full-and part-time workforce from a Professional Employer Organization?,Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,35.10%
1521,HOURS_SVS,00320,"Steel Mill Department Worker Hours,  Service or auxiliary operations (all other activities not directly assignable)",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,35.10%
1522,COST10U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #10",current PAY from BR nan nan,35.10%
1523,COST6U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #6",current PAY from BR nan nan,35.10%
1524,RCPT_PRDSHIP_R,00101,"Value of product shipped by customer in Puerto Rico,  Retailers","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",35.10%
1525,OWNSTAT_RACE_OTH,00041,Race of majority ownership - Is the race of the majority ownership of this establishment some other race?,Owned by another company-NO/YES Owned by another company - No/Yes Owned by another Company-No/Yes,35.10%
1526,COST6U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #6",current PAY from BR nan nan,35.10%
1527,COST6U3B1INT0,CPAY,"Initial Interview, Coop, 1 Bedrms, Cost #6",current PAY from BR nan nan,35.10%
1528,MAIL_ADDR_NAME2_TXT,00320,"Secondary name of unit (optional, may be null)",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,35.10%
1529,RCPT_ECOMM_JWLRY_VAL,00213,Electronic Commerce (e-commerce) - Jewelry,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,35.10%
1530,RENT_PAY_BUILD,00219,Payments for Rental or lease of buildings and other structures,Net Property Plant and Equipment     219 NET PPE Net PPE,35.10%
1531,PATNT_CARE_MLDACUTE,00216,"Patient Care Services Offered,  Mild acute care, such as diagnosis and treatment of sore throats or minor skin conditions",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,35.10%
1532,PHYSLOC_ADDR_NAME1_TXT,00022,New Establishment Physical Address: Name1,EI of corp Employer Identification Number Employer Identification Number,35.10%
1533,BED4U4,00219,Total 3 bedrooms for Type 4,Net Property Plant and Equipment     219 NET PPE Net PPE,35.00%
1534,EMP_MAR12_PRCHSTAFF,CPAY,"Employment By Occupation, Procurement/purchasing staff",current PAY from BR nan nan,35.00%
1535,EMP_MAR12_MGMTOTH_WRTIN,00022,"Employment By Occupation, all other management  write-in description",EI of corp Employer Identification Number Employer Identification Number,35.00%
1536,OWNSTAT_RACE_AMNAT_WRTIN,00112,The name of enrolled or principal American Indian or Alaska Native tribe (Race of majority ownership),Provision for income taxes (Federal) 112 Provision for Income Taxes (FEDERAL) Provision for domestic income taxes (FEDERAL),35.00%
1537,COST11U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #11",current PAY from BR nan nan,35.00%
1538,RCPT_UFO_VAL,00306,Unfilled Orders Value,Trade Accounts & Trade Notes Payable 306 Trade Accounts and Trade Notes Payable Trade Accounts and Trade notes payable,35.00%
1539,AFFIL_SPL_NAME2,00061,"Added child establishment,   Secondary Name",Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,35.00%
1540,KAU_ID,00118,"For RECORD_TYP= 30 (KAUs) KAU_ID is the REPORTING_ID of the unit. For Record_TYP= 20 (MU) KAU_ID=END_ID X LOGIN_ID x GROUP_Key;  00/Company level - NULL, Reporting ID Rec type 30 = KAU 30",Net Income (loss) for Quarter        118 Net Income (loss) for Quarter Net Income (loss) for Quarter,35.00%
1541,RCPT_ECOMM_SPTGD_VAL,00213,Electronic Commerce (e-commerce) - Sporting goods,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,35.00%
1542,EMP_MAR12_LSD_UTIL,00219,Q1 LEASED EMPLOYMENT FOR UTILITY CLIENTS,Net Property Plant and Equipment     219 NET PPE Net PPE,35.00%
1543,EMP_MAR12_LSD_PROF,P3PAY,Q1 LEASED EMPLOYMENT FOR PROF SERVICES CLIENTS,PRIOR PRIOR PRIOR qt payroll from BR nan nan,35.00%
1544,RCPT_MOTR_PHARM_PCT,00214,Analysis of Motor Carrier Operations: Pharmaceutical and chemical products,Inventories                          214 Inventories Inventories,34.90%
1545,COST8U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #8",current PAY from BR nan nan,34.90%
1546,RCPT_CUST_LOCTEL_IND_DVAL,00101,Household Fixed Local Telephony revenue,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.90%
1547,COST8U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #8",current PAY from BR nan nan,34.90%
1548,ROBOT_VAL,00103,Capital Expenditures for Robotic Equipment,Other Operating Cost and Expenses    103 nan Other Operating Cost and Expenses,34.80%
1549,PAT_CARE_VISIT_PCT,00110,"Patient Care, Visits and consultations - evaluation and management services",NONOPERATING INCOME and EXPENSES     110 Nonoperating expenses and income Nonoperating Income and Expenses,34.80%
1550,EXPS_BENEFIT_MEDPC_INS,00315,"Benefits Paid, Medical malpractice insurance",All Other Current Liabilities        315 All Other Current Liabilities. All Other Current Liabilities,34.80%
1551,ENT_TYP_TXT,00221,Indicates single unit or multi-unit,All Other Non-current assets         221 All Other Non-current Assets All Other Non-current Assets,34.80%
1552,RCPT_C_ST_ID,00308,"Construction Work by State,  Idaho",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),34.80%
1553,CLASS_LOCALRES,00101,"Class of Customer,  Household consumers and individuals (Exclude visiting tourists)","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.80%
1554,COST7U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #7",current PAY from BR nan nan,34.80%
1555,COST8U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #8",current PAY from BR nan nan,34.80%
1556,COST7U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #7",current PAY from BR nan nan,34.80%
1557,EXPS_RENT_VAL,00219,Combination of EXPS_RENT_BUILD_VAL and EXPS_RENT_MACH_VAL. The breakout will be collected every 5 years.,Net Property Plant and Equipment     219 NET PPE Net PPE,34.80%
1558,PHYSLOC_LGL_STAT,00217,"Legal Boundary; City, town",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,34.70%
1559,COST12U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,34.70%
1560,EXPS_BUILD_REP_VAL,00219,"Rent payments, buildings",Net Property Plant and Equipment     219 NET PPE Net PPE,34.70%
1561,EXPS_BENEFIT_WRKPC_INS,CPAY,"Benefits Paid, Workers' compensation insurance",current PAY from BR nan nan,34.70%
1562,BED2U4,00219,Total 2 bedrooms for Type 4,Net Property Plant and Equipment     219 NET PPE Net PPE,34.70%
1563,RCPT_C_ST_MD,00308,"Construction Work by State,  Maryland",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),34.70%
1564,FUNDS_DEV_TRANSFER,00210,"Source of Research and Development Funds,  Transfers or other payments from other establishments of your enterprise",Other Sht Term Financial Investments 210 Other Short Term Financial Investments Other Short Term Financial Investments,34.70%
1565,PROP_MAR12_SPEECHPTH,00044,"Proprietor or Partner by Occupation, Speech-language pathologists",EI of company who owns EI of company who owns EI of company who owns,34.70%
1566,RCPT_PRDSHIP_FOREIGN,00109,"Value of product shipped by customer location, other foreign places",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,34.70%
1567,RCPT_CUST_LNGTEL_IND_DVAL,00114,Household Fixed Long-distance revenue,Provision for income taxes           114 Provision for Income Taxes Provision for domestic income taxes,34.60%
1568,PREV_OWNER_ADDR_CITY,00207,City of Former Owner or operator,St and Local Government Securities   207 State and Local Government Securities State and Local Government Securities,34.60%
1569,COST8U3B1INT0,CPAY,"Initial Interview, Coop, 1 Bedrms, Cost #8",current PAY from BR nan nan,34.60%
1570,COST7U3B1INT0,CPAY,"Initial Interview, Coop, 1 Bedrms, Cost #7",current PAY from BR nan nan,34.60%
1571,COST5U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #5",current PAY from BR nan nan,34.60%
1572,COST_FUEL_OTH,00320,"All other fuels for heat or power, including propane gas and lubricants, oils, and greases",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,34.60%
1573,COST5U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #5",current PAY from BR nan nan,34.60%
1574,PROP_MAR12_PHYS,00061,"Proprietor or Partner by Occupation, Doctors/Physicians - licensed practitioners having M.D. degree",Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,34.60%
1575,FOOD_MEALPRICE_GT50_ARCHIVE,00115,"Indicates the estimated average price per meal, excluding taxes and tip.",Net Income (loss)                    115 Net income (loss) Net Income (loss),34.50%
1576,COST7U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #7",current PAY from BR nan nan,34.50%
1577,COST11U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #11",current PAY from BR nan nan,34.50%
1578,PHYSLOC_ADDR_WRTIN_IA,00217,Physical Location description for American Samoa Econ surveys,Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,34.50%
1579,TYPE,0122D,"Survey Unit Type  su,mu",Census Use Only -- ADJ               122 Census Use Only -- ADJ Census Use Only -- ADJ,34.50%
1580,RCPT_ECOMM_DRUGS_VAL,00213,"Electronic Commerce (e-commerce) - Drugs, health & beauty aids",Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,34.50%
1581,COST9U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #9",current PAY from BR nan nan,34.50%
1582,EMP_MAR12_LSD_AGRICULTURE,00219,Q1 LEASED EMPLOYMENT FROM AGRICULTURAL CLIENTS,Net Property Plant and Equipment     219 NET PPE Net PPE,34.50%
1583,EXPS_CONTRACT_VAL,CPAY,Cost Contract Work,current PAY from BR nan nan,34.50%
1584,EMP_MAR12_HQOTH,00061,"Employment By Occupation, All other headquarter employees",Number of Subsidiary corps Number of Subsidiary Corporations Number of Subsidiary Corporations,34.40%
1585,EMP_MAR12_LSD_TRANS_WARE,P3PAY,Q1 LEASED EMPLOYMENT FOR TRANSPORTATION AND WAREHOUSE CLIENTS,PRIOR PRIOR PRIOR qt payroll from BR nan nan,34.40%
1586,RCPT_EXPT,00101,Value of products shipped for export,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.40%
1587,DIRECT_PREM_MEDPC_INS,00320,"Direct Premiums Earned,  Medical malpractice insurance",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,34.40%
1588,EXPS_FRNG_BENEFIT_VAL,CPAY,Fringe benefits,current PAY from BR nan nan,34.40%
1589,TOC_TOT,00219,"Percent of Construction Work for Other Types of Construction, Total",Net Property Plant and Equipment     219 NET PPE Net PPE,34.40%
1590,RCPT_ECOMM_COMP_VAL,00213,Electronic Commerce (e-commerce) - Computer,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,34.40%
1591,EXPS_BENPAY_LIFE_VAL,00115,Benefits Paid (losses): Life,Net Income (loss)                    115 Net income (loss) Net Income (loss),34.40%
1592,AFFIL_SPL_ADDR_ZIP,00219,"Added child establishment,  ZIP Code",Net Property Plant and Equipment     219 NET PPE Net PPE,34.30%
1593,SOMA_MODE,00084,"Interview Mode - The code for the mode of interview.  (0 = CAPI,  1 = CATI, etc.)",EI for Addition 4 EI for addition 4 EI for Addition 4,34.30%
1594,COST5U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #5",current PAY from BR nan nan,34.30%
1595,EMP_TOOL,00216,"Selected MetalWorking Employment,  Tool and die shop (if separate from machine shop) for jigs, fixtures, dies, and other special tooling",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,34.30%
1596,OWN_ADD,00044,Owner address,EI of company who owns EI of company who owns EI of company who owns,34.30%
1597,FUNDS_DEV,00305,Did this establishment receive funds for research and development?,Advances and Prepayments by U.S. Gov 305 Advances and Prepayments by the US GOV Advances and Prepayments by the U.S. Gov,34.30%
1598,COST9U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #9",current PAY from BR nan nan,34.30%
1599,CLASS_FISHFLEET,00101,"Class of Customer,  Fishing fleets","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.30%
1600,COMPANYBESTTIME,00021,Best time for the Company Contact,Closing date Closing date Closing date,34.30%
1601,COST12U3B1INT4,P3PAY,"Fourth Interview, Coop, 1 Bedrms, Cost #12",PRIOR PRIOR PRIOR qt payroll from BR nan nan,34.30%
1602,EMP_MAR12_LSD_HEALTH,P3PAY,Q1 LEASED EMPLOYMENT FOR HEALTH CARE CLIENTS,PRIOR PRIOR PRIOR qt payroll from BR nan nan,34.30%
1603,COST9U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #9",current PAY from BR nan nan,34.20%
1604,NC9902C_TYPOP_WRTIN_77,00091,TYPE OF OPERATION - 9902C writein,EI for Deletion 1 EI for Deletion 1 EI for Deletion 1,34.20%
1605,PAT_CARE_OUT_TEST_PCT,00216,"Patient Care, Outpatient medical and diagnostic testing services",Plant and Equipment                  216 Plant and Equipment Plant and Equipment,34.20%
1606,NUMUNITSU4,00223,Total Number of Condominium units,Total Assets                         223 Total Assets Total Assets,34.20%
1607,RCPT_C_ST_NH,00308,"Construction Work by State,  New Hampshire",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),34.20%
1608,COST6U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #6",current PAY from BR nan nan,34.20%
1609,COST6U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,34.20%
1610,PART_TXT,00312,Two digit part number that corresponds to BR split part ID number.  Only populated when LOGIN = 8nnnnnnnn.,Current Portion Long Term Debt-Other 312 Current Portion Long Term Debt-Other Current Portion Long Term Debt-Other,34.20%
1611,AFFIL_SPL_ADDR_ST,00219,"Added child establishment,  State",Net Property Plant and Equipment     219 NET PPE Net PPE,34.20%
1612,BLDG_TYPE,00219,Type of Units in Building,Net Property Plant and Equipment     219 NET PPE Net PPE,34.20%
1613,COST9U3B1INT4,CPAY,"Fourth Interview, Coop, 1 Bedrms, Cost #9",current PAY from BR nan nan,34.10%
1614,COST5U3B1INT0,CPAY,"Initial Interview, Coop, 1 Bedrms, Cost #5",current PAY from BR nan nan,34.10%
1615,AG_NAPCS_WRITIN2,00219,AG NAPCS Product and Service Write-in,Net Property Plant and Equipment     219 NET PPE Net PPE,34.10%
1616,EMP_MAR12_LSD_REPAIR_PER,P3PAY,Q1 LEASED EMPLOYMENT FOR REPAIR CLIENTS,PRIOR PRIOR PRIOR qt payroll from BR nan nan,34.10%
1617,COST6U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #6",current PAY from BR nan nan,34.10%
1618,DELIV_SERV_NO,00101,Did this establishment offer delivery services by its employees in $$00?,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.10%
1619,RCPT_C_ST_KS,00113,"Construction Work by State,  Kansas",Provision for income taxes (STATE)   113 Provision for Income Taxes (STATE) Provision for domestic income taxes (STATE),34.00%
1620,COST4U3B0INT2,CPAY,"Second Interview, Coop, 0 Bedrms, Cost #4",current PAY from BR nan nan,34.00%
1621,ALLUNITSABSORBED,ADD01,Flag - all units absorbed,a flag to indicate short form does not a nan Doeas the short form add,34.00%
1622,CLASS_HOTEL,00320,"Class of Customer,  Hotels or other traveler accommodations",All Other noncurrent liabilities     320 All Other Non-current Liabilities All Other Noncurrent Liabilities,34.00%
1623,CLASS_FISHCAN,00101,"Class of Customer,  Fish canning manufacturers","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",34.00%
1624,COST12U1B0INT0,CPAY,"Initial Interview, Unfurnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,34.00%
1625,COST11U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #11",current PAY from BR nan nan,34.00%
1626,RCPT_CONTRACT_C,00219,"Contract Work done by customer in Puerto Rico,  Construction companies",Net Property Plant and Equipment     219 NET PPE Net PPE,34.00%
1627,COST10U3B1INT2,CPAY,"Second Interview, Coop, 1 Bedrms, Cost #10",current PAY from BR nan nan,34.00%
1628,RCPT_C_ST_WY,00217,"Construction Work by State,  Wyoming",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,34.00%
1629,RCPT_CONTRACT_M,00109,"Contract Work done by customer in Puerto Rico,  Other manufacturing establishments",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,34.00%
1630,COST4U3B1INT0,CPAY,"Initial Interview, Coop, 1 Bedrms, Cost #4",current PAY from BR nan nan,33.90%
1631,ORE_COPPER_LEADZINC,00217,"Quantity of Copper produced,  Lead/Zinc",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.90%
1632,COST1U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #1",current PAY from BR nan nan,33.90%
1633,HOURS_TOT_C,CPAY,"Construction Worker Hours,  Total",current PAY from BR nan nan,33.90%
1634,RCPT_CLIENT_S_TRAVEL,00213,"Class of Customer,  Travel agencies and other resellers",Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,33.90%
1635,CLASS_TOURIST,00101,"Class of Customer,  Visiting tourists  (Include business travelers)","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",33.90%
1636,COST10U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,33.90%
1637,PROD_QTYSHIP_2009875000,00219,Quantity of extracted natural gas shipped (volumes adjusted to pressure base of 14.73 lb absolute at 60 degrees F),Net Property Plant and Equipment     219 NET PPE Net PPE,33.90%
1638,BED2,00312,"Number of total 2 bedrooms for indicated type of unit (Unfurnished, Furnished, Co-op, or Condo)",Current Portion Long Term Debt-Other 312 Current Portion Long Term Debt-Other Current Portion Long Term Debt-Other,33.90%
1639,RCPT_CLIENT_S_ARCH,00001,"Class of Customer, Architectural firms",Is this your Company's Industry -YES/NO Is this your company's industry - yes/no Is this your company's industry - yes/no,33.90%
1640,COST8U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #8",current PAY from BR nan nan,33.80%
1641,RCPT_PRDSHIP_LOC_TOT,00101,"Value of product shipped by customer location, Total","Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",33.80%
1642,COST8U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #8",current PAY from BR nan nan,33.80%
1643,COST_FUEL,00221,"Purchased fuels consumed for heat, power, or the generation of electricity",All Other Non-current assets         221 All Other Non-current Assets All Other Non-current Assets,33.80%
1644,EXPS_PRINT_VAL,00101,Purchased Printing Services,"Sales Receipts and Operating Revenue-101 nan Sales , Receipts, and Operating Revenues",33.80%
1645,EMP_MAR12_PRACTOTH,CPAY,"Employment By Occupation, All other health practitioners",current PAY from BR nan nan,33.80%
1646,NO_ABSORB_SPEC,PACDE,Collect reason why no units were absorbed.,PA Code Size code directly related to (and derived from) total assets. nan,33.80%
1647,COST9U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #9",current PAY from BR nan nan,33.80%
1648,PROP_MAR12_POD,00219,"Proprietor or Partner by Occupation, Podiatric physicians - licensed practitioners having D.P.M. degree",Net Property Plant and Equipment     219 NET PPE Net PPE,33.80%
1649,COST4U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #4",current PAY from BR nan nan,33.80%
1650,RCPT_C_ST_DE,00308,"Construction Work by State,  Delaware",Domestic Income Taxes Accrued-State  308 Domestic Income Taxes Accrued (State) Domestic Income Taxes Accrued (State),33.80%
1651,COST12U1B1INT4,CPAY,"Fourth Interview, Unfurnished, 1 Bedrms, Cost #12",current PAY from BR nan nan,33.70%
1652,PHYSLOC_ADDR_NAME2_TXT,00219,New Establishment Physical Address: Name2,Net Property Plant and Equipment     219 NET PPE Net PPE,33.70%
1653,COST7U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #7",current PAY from BR nan nan,33.70%
1654,ORE_SILVER_LEADZINC,00217,"Quantity of Silver produced,  Lead/Zinc",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.70%
1655,COST7U3B0INT3,CPAY,"Third Interview, Coop, 0 Bedrms, Cost #7",current PAY from BR nan nan,33.70%
1656,HISTSTAT,00031,Status indicator - identifing there is historical data for ID,Corp status active/discontinued/merged Corporation Status Active/Discontinued/Merged Corporation Status Active/Discontinued/Merged,33.70%
1657,RCPT_CONTRACT_OTH,00109,"Contract Work done by customer in Puerto Rico,  Other customers",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,33.70%
1658,COST6U3B1INT4,P3PAY,"Fourth Interview, Coop, 1 Bedrms, Cost #6",PRIOR PRIOR PRIOR qt payroll from BR nan nan,33.70%
1659,RCPT_CONTRACT_W,00109,"Contract Work done by customer in Puerto Rico,  Wholesalers",Income (loss) of foreign branches    109 Income loss of foreign branches Income loss of foreign branches,33.70%
1660,COST10U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #10",current PAY from BR nan nan,33.70%
1661,RCPT_C_ST_HI,00217,"Construction Work by State,  Hawaii",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.70%
1662,COST6U1B0INT2,CPAY,"Second Interview, Unfurnished, 0 Bedrms, Cost #6",current PAY from BR nan nan,33.70%
1663,COST12U1B0INT3,CPAY,"Third Interview, Unfurnished, 0 Bedrms, Cost #12",current PAY from BR nan nan,33.70%
1664,RCPT_ECOMM_TOYS_VAL,00213,Electronic Commerce (e-commerce) - Toys,Trade Accnts and Notes Receivable    213 Trade Accounts and Trade Notes Receivable Trade Accounts and Trade Notes Receivable,33.70%
1665,COST5U3B0INT1,CPAY,"First Interview, Coop, 0 Bedrms, Cost #5",current PAY from BR nan nan,33.60%
1666,RCPT_C_ST_SD,00217,"Construction Work by State,  South Dakota",Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.60%
1667,EMP_MAR12_LSD_MINE,00217,Q1 LEASED EMPLOYMENT FOR MINING CLIENTS,Land and Mineral rights              217 Land and Mineral Rights Land and Mineral Rights,33.60%
1668,COST8U1B0INT4,CPAY,"Fourth Interview, Unfurnished, 0 Bedrms, Cost #8",current PAY from BR nan nan,33.60%
1669,COST2U3B0INT0,CPAY,"Initial Interview, Coop, 0 Bedrms, Cost #2",current PAY from BR nan nan,33.60%
1670,COST4U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #4",current PAY from BR nan nan,33.60%
1671,COST2U3B0INT4,CPAY,"Fourth Interview, Coop, 0 Bedrms, Cost #2",current PAY from BR nan nan,33.60%
