,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
1201,EXPS_BENEFIT_PRDPC_INS,,"Benefits Paid, Product liability insurance","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Salaries, wages, and fringe benefits",44.70%
1202,COST2U3B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.70%
1203,REVENUE_INST,,QSS revenue instructions based on NAICS,Worldwide sales and operating revenue: Business Code,44.70%
1204,RCPT_NEWS_ONLINE_DVAL,RCPT_TOT_VAL,online newspapers revenue,Worldwide net sales and operating revenues,44.70%
1205,INCOM_U_LOAN_UNSEC_ORI_PCT,CAPEX_DOM_IIA_VAL,"Loan Products Income, Unsecured loans to consumers, Origination Fees",Domestic capital expenditures: identifiable intangible assets,44.70%
1206,COST2U3B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.60%
1207,CLASS_INDPRD,EXPS_WORLD_RD_RMB_PROT_VAL,"Class of Customer,  Manufacturing and mining industrial users for use as input goods in production",Prototypes of customer's products,44.60%
1208,IA_PAPER_TYPOP_SELFDSG_20,,IA TYPOP Code - Manufacturers' sales branch or office,Worldwide sales and operating revenue: Business Code,44.60%
1209,EXPS_ADMIN_ACCDNT,CAPEX_WW_PPE_VAL,"Adminstrative Expenses, Accident insurance","Expenditures: property, plant, and equipment",44.60%
1210,RCPT_CLIENT_S_BUS,EXPS_DOM_RD_INT_AGR_PCT,"Class of Customer,  Business firms and farms",Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,44.60%
1211,INCOM_LOAN_XMORVEH_OTH_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income, Secured or guaranteed loans to consumers, except mortgage and vehicle loans, Other Fees","Domestic capital expenditures: property, plant, and equipment",44.60%
1212,JOINT_COMPANY_ADDR_ZIP_4,EXPS_DOM_RD_RMB_SUM_BC (business code abbreviated to BC),Investors: ZIP Code of Company Investor 4,"Funded R&D performed in US, by business code (Total) (copy)",44.60%
1213,PAY_FORGE,EXPS_DOM_RD_CORE_WAGE_VAL,"Steel Mill Department Wages, Forging (presses, hammers, or upsetter), excluding manufacture of nuts, bolts, etc.","Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",44.50%
1214,RCPT_BRDBND_UNBUN_PCT,EXPS_DOM_RD_CORE_SRV_VAL,Percentage of receipts for broadband internet access from “unbundled” or “stand alone” services.,Type of R&D Costs:  Other purchased services (Domestic),44.50%
1215,ASSET_TRADE_REC_VAL,CAPEX_FOR_IIA_VAL,Other trade accounts and trade notes receivable,Foreign capital expenditures: identifiable intangible assets,44.50%
1216,CLNC_CHSE_MEAS_OMNG,EXPS_DOM_RD_INT_MED_PCT,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Managers at other establishments and/or headquarters?,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,44.50%
1217,INCOM_LOAN_RESMOR_TOT_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income, Residential mortgage loans, Total","Domestic capital expenditures: property, plant, and equipment",44.50%
1218,PROP_MAR12_POD,EXPS_WORLD_RD_RMB_MED_VAL,"Proprietor or Partner by Occupation, Podiatric physicians - licensed practitioners having D.P.M. degree",Medical nonclinical R&D services provided to others,44.50%
1219,SOMA_APPTTIME,,Appointment Time in the format HH:MM:AMPM,Minutes needed to complete survey,44.50%
1220,SOMA_CASEID,EXPS_DOM_RD_CORE_SUM_BC,Sequential Control number assigned by sponsor.,"Domestic R&D paid for and performed by your company, by business code (Total) (copy)",44.50%
1221,PROP_MAR12_PHYS,EXPS_WORLD_RD_RMB_MED_VAL,"Proprietor or Partner by Occupation, Doctors/Physicians - licensed practitioners having M.D. degree",Medical nonclinical R&D services provided to others,44.50%
1222,EXPS_SOFTREPR_VAL,,Purchased Software Reproduction,Domestic R&D paid for and performed by your company - Software products or software embedded in other projects or products,44.40%
1223,COST3U3B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,44.40%
1224,TYPOP_WHSL_OLD_NUM,,NAICS Wholesale Type of Operation Code based on the NAICS manual structure for NAICS_CODE_OLD. Only valid for NAICS_SECTOR 42.,Worldwide sales and operating revenue: Business Code,44.40%
1225,INV_LIFO_RSV_BGN,CAPEX_DOM_IIA_VAL,"Inventories, LIFO reserve,  Beginning of Year",Domestic capital expenditures: identifiable intangible assets,44.40%
1226,HOURS_FORGE,EMP_DOM_TOT_NUM,"Steel Mill Department Worker Hours,  Forging (presses, hammers, or upsetter), excluding manufacture of nuts, bolts, etc.",Employees of domestic operations,44.40%
1227,CLASS_EXPT,,"Class of Customer,  Export sales",Sales and operating revenues from domestic operations: Business Code,44.40%
1228,INCOM_LOAN_FBUS_INT_PCT,EXPS_DOM_RD_RMB_INT_IN_TOT,"Loan Products Income,  Loans to financial businesses, Interest",Total domestic research and development performed by your company and paid for by others in Indiana,44.30%
1229,INCOM_LEAS_XAUTO_INT_PCT,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Finance leasing services, except automobile and light-duty truck leasing services, Interest",All other R&D services not included above provided to the federal government or to others not owned by your company,44.30%
1230,DIRECT_PREM_OTHPC_INS,,"Direct Premiums Earned,  Other general liability insurance","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Salaries, wages, and fringe benefits",44.30%
1231,RCPT_ADMSNS_PCT,GIFT_USUNI_STAT,"Admissions to events, theater, games, etc.",Monetary gifts to U.S. universities that included support for R&D,44.30%
1232,FOOD_SVC_OTH_WRTIN,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Food Services,  Other  Write-in description",All other R&D services not included above provided to the federal government or to others not owned by your company,44.30%
1233,PATREV_GOV_MDCAID,EXPS_DOM_RD_INT_MED_PCT,Patient Care Revenue:  Medicaid - Fee for service and managed care plans,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,44.30%
1234,OWNSTAT_RACE_VIETN,AFFIL_OWNER_FOR_STAT,Race of majority ownership - Is the race of the majority ownership of this establishment Vietnamese?,Was company owned by a foreign company?,44.30%
1235,PROFIT_CHG_WEATHERCORP_CODE,RCPT_TOT_VAL,Weather Corporation Net Profit Change,Worldwide net sales and operating revenues,44.30%
1236,COST12U3B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 0 Bedrms, Cost #12",Sum of costs reported in Question 2-2,44.30%
1237,TOTU4INT0,ASSET_DA_TOT_VAL,"Total Condo Units, Initial Intv",Depreciation: total,44.30%
1238,EXPS_CASH_DIV_VAL,EXPS_RD_FOR_CSTSHR_VAL,Cash dividends charged to retained earnings this quarter,Charges paid to foreign subsidiary for R&D performed by foreign subsidiary,44.30%
1239,TOC_ADD_398,CAPEX_DOM_RD_STR_VAL,"Percent of Construction Work for Other Types of Construction Additions, Alterations, or Reconstruction","Domestic capital expenditures for R&D, by type of asset: Buildings and land improvements",44.20%
1240,PHYSLOC_ADDR_NOBOUND,EXPS_DOM_RD_RMB_INT_2LRG,Is this establishment’s physical location the same as shown in the mailing address,Funded R&D performed at second largest location,44.20%
1241,PAY_ANN_CONWRK,EMP_NZL_TOT_NUM,Annual Payroll for Construction Workers,Total employees in New Zealand,44.20%
1242,PAY_ANN_OTHWRK_M_PY,EMP_WW_NONRD_NUM,Annual Payroll for Other Manufacturing Employees  prior Year,All other Employees  - Total Worldwide,44.20%
1243,INV_CY_AFTR_LIFO_ADJ_VAL,RCPT_TOT_SUM_BUSINESSCODE_ELIM,Total Inventories After LIFO Adjustment,Worldwide sales and operating revenue less eliminations,44.20%
1244,COST4U3B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,44.20%
1245,EXPS_ADVERT_VAL,EXPS_DOM_RD_RMB_OSRV_VAL,Purchased advertising services,"Domestic, foreign, and worldwide R&D paid for by others: Other purchased services - Domestic",44.20%
1246,COST2U3B1INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.20%
1247,RCPT_PER_ONLINE_DVAL,RCPT_TOT_VAL,online periodicals revenue,Worldwide net sales and operating revenues,44.20%
1248,NC-9902C_TYPOP_SELFDSG,FOR_SUBSIDIARIES_STAT,Type of Operation - What is the establishment's primary type of operation,Foreign operations,44.20%
1249,RCPT_CLIENT_S_ARCH,EXPS_WORLD_RD_RMB_PROT_VAL,"Class of Customer, Architectural firms",Prototypes of customer's products,44.20%
1250,CERT_DATE_COMPLETED,,"Certification, Calendar date survey was completed",Hours needed to complete survey,44.10%
1251,CLNC_CHSE_MEAS_GOV,EXPS_DOM_RD_EXT_STATEGOV_VAL,Measures of Clinical Performance - Who chooses which measures of clinical performance to collect - Government regulators or agencies?,US state and local government agencies and labs,44.10%
1252,COST2U3B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.10%
1253,NEWCON_YES,EXPS_WORLD_RD_RMB_DEFGOV_VAL,"Was this consolidated reporting unit involved in new construction or renovation of buildings, structures, or communication lines?",Defense R&D services provided to the government and/or government contractors,44.10%
1254,PAY_ANN_LSD_INFO_SERVICES,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Info Services Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),44.10%
1255,PROP_MAR12_OCCTHER,EMP_DOM_TOT_NUM,"Proprietor or Partner by Occupation, Occupational therapists",Employees of domestic operations,44.10%
1256,COST2U3B2INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 2 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.10%
1257,COST2U3B3INT1,EXPS_WORLD_RD_XTRA_VAL,"First Interview, Coop, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.10%
1258,RCPT_MULTCHL_TOT_PCT,RCPT_DOM_VAL,Percentage of receipts for multichannel programming distribution services  Total,Net sales and operating revenues from domestic operations,44.10%
1259,ELEC_PRCH_KWH_PY,CAPEX_WW_TOT_VAL,Quantity of purchased electricity  Prior Year,Expenditures: total,44.00%
1260,PREV_OWNER_ADDR_CITY,AFFIL_OWNER_FOR_STAT,City of Former Owner or operator,Was company owned by a foreign company?,44.00%
1261,RCPT_BRDBND_TOT_PCT,CAPEX_WW_TOT_VAL,Percentage of receipts for broadband internet access Total,Expenditures: total,44.00%
1262,COST2U3B3INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,44.00%
1263,RCPT_ECOMM_NONMRCH_VAL,,Electronic Commerce (e-commerce) - Other non-merchandise,Sales and operating revenues from domestic operations: Business Code,44.00%
1264,SURVEY_LFO_OTH_WRTIN,EXPS_DOM_RD_CORE_SUM_BC,"Legal form of Organization, Other,  write-in description","Domestic R&D paid for and performed by your company, by business code (Total) (copy)",44.00%
1265,RCPT_CLIENT_U_GOV,,"Class of Customer,  Government (Exclude utilities.)","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",44.00%
1266,ENT_ID,EXPS_DOM_RD_INT_RES_VAL,BR ID for the sampled company. MU = EMPUNIT_ID of the parent enterprise. SU= EMPUNIT_ID of the establishment.,Domestic R&D paid for and performed by your company - Total Applied research and Total Basic research (copy),43.90%
1267,COST3U3B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 1 Bedrms, Cost #3",Sum of costs reported in Question 2-2,43.90%
1268,COV_CHG_DATE,YEAR_END_DATE,Coverge code date,End time period covered,43.90%
1269,JOINT_COMPANY_ADDR_ZIP_2,EXPS_DOM_RD_RMB_SUM_BC (business code abbreviated to BC),Investors: ZIP Code of Company Investor 2,"Funded R&D performed in US, by business code (Total) (copy)",43.90%
1270,JOINT_COMPANY_ADDR_ZIP_1,EXPS_DOM_RD_RMB_SUM_BC (business code abbreviated to BC),Investors: ZIP Code of Company Investor 1,"Funded R&D performed in US, by business code (Total) (copy)",43.90%
1271,ROBOT_PURCHASE_WRTIN,,Number of industrial robots PURCHASED for this plant write-in description,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Expensed equipment",43.90%
1272,COST5,PAT_ISSUE_NUM,How many units available at fifth cost?,How many utility patents were issued to your company in 2024 by the USPTO?,43.90%
1273,COST2U3B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 0 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.90%
1274,PAY_ANN_LSD_OTH_P,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Other Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),43.90%
1275,COST2U3B1INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 1 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.90%
1276,COST2U3B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.90%
1277,INV_E_OTHNL_VAL,CAPEX_WW_IIA_VAL,"Inventory Valuation Methods: CY, Other Non-LIFO",Worldwide capital expenditures: identifiable intangible assets,43.90%
1278,INV_B_LIFO_RSV_VAL,CAPEX_WW_IIA_VAL,Inventories by Valuation Method: PY LIFO Reserve,Expenditures: identifiable intangible assets,43.90%
1279,HOURS_DEPT,EMP_DOM_TOT_NUM,"Steel Mill Department Worker Hours,  Steel department (furnaces) (through pouring stage)",Employees of domestic operations,43.90%
1280,COST1U3B3INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 3 Bedrms, Cost #1",Sum of costs reported in Question 2-2,43.80%
1281,COST1U3B3INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 3 Bedrms, Cost #1",Sum of costs reported in Question 2-2,43.80%
1282,INV_YES,PARENTCO_DOM_STAT,"Did this establishment own inventories, regardless of where held?",Was company owned by a US company?,43.80%
1283,COST1U3B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 1 Bedrms, Cost #1",Sum of costs reported in Question 2-2,43.80%
1284,REMAINING,YEAR_END_DATE,Number of remaining units less any subsidized and transient units.,End time period covered,43.80%
1285,INV_LIFO_RSV_END,CAPEX_WW_TOT_VAL,"Inventories, LIFO reserve,  End of Year",Worldwide capital expenditures: total,43.80%
1286,EXPS_PRCH_RESALE_AGBR_VAL,ASSET_BK_MA_PPE_VAL,Purchases of Products: AGBR,"Acquisitions: property, plant, and equipment",43.80%
1287,EXPS_BENEFIT_WRKPC_INS,EXPS_DOM_RD_CORE_WAGE_VAL,"Benefits Paid, Workers' compensation insurance","Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",43.80%
1288,JOINT_COMPANY_ADDR_ZIP_3,EXPS_DOM_RD_RMB_SUM_BC (business code abbreviated to BC),Investors: ZIP Code of Company Investor 3,"Funded R&D performed in US, by business code (Total) (copy)",43.80%
1289,COST3U3B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 2 Bedrms, Cost #3",Sum of costs reported in Question 2-2,43.70%
1290,INCOM_LOAN_OTHHOM_INT_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income, Other secured or guaranteed home loans to consumers - includes home eqty loans, Interest","Domestic capital expenditures: property, plant, and equipment",43.70%
1291,RCPT_NEWS_ONLINE_PCT,RCPT_DOM_SUM_BUSINESSCODE,Source of Newspaper Revenue: Online,Total domestic net sales and operating revenues (copy),43.70%
1292,RCPT_OVERTOP_BUN_PCT,EXPS_DOM_RD_CORE_SRV_VAL,Percentage of receipts for over-the-top (OTT) services from “bundled” services.,Type of R&D Costs:  Other purchased services (Domestic),43.70%
1293,TYPOP_OTH_WRTIN_TXT,FOR_SUBSIDIARIES_STAT,Type of Operation: Other,Foreign operations,43.70%
1294,TAX_DESC_TXT,EXPS_DOM_RD_INT_PBF_VAL,The description of the tax status of the location or KAU,"R&D paid for and performed by your company, paid for by foreign operations or subsidiaries",43.70%
1295,RCPT_NTLGAS_RESALE,RCPT_UTPAT_VAL,Revenue from the sale of natural gas purchased for resale,How much revenue did your company receive in 2024 from the sale of utility patents?,43.70%
1296,AFFIL_SPL_EMP_MAR12,CAPEX_WW_TOT_VAL,"Added child establishment,  First Quarter Payroll",Expenditures: total,43.60%
1297,AFFIL_SPL_PAY_QTR1,CAPEX_WW_TOT_VAL,"Added child establishment,   First Quarter Payroll",Expenditures: total,43.60%
1298,COST2U3B3INT0,EXPS_WORLD_RD_XTRA_VAL,"Initial Interview, Coop, 3 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.60%
1299,SOC_ASSIST_GOV_PCT,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Social Assitance Services, Government payers",All other R&D services not included above provided to the federal government or to others not owned by your company,43.60%
1300,COMPUTER_SALE_RE_HWARE_PCT,,"Computer System Integration, Resale of purchased computer hardware",Domestic R&D paid for and performed by your company - Software products or software embedded in other projects or products,43.60%
1301,COST12,PAT_ISSUE_NUM,How many units available at twelfth cost?,How many utility patents were issued to your company in 2024 by the USPTO?,43.60%
1302,INV_CY_STDCOST_VAL,CAPEX_WW_IIA_VAL,"Inventory Valuation Methods: CY, Standard Cost",Worldwide capital expenditures: identifiable intangible assets,43.50%
1303,COST4U3B1INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 1 Bedrms, Cost #4",Sum of costs reported in Question 2-2,43.50%
1304,OWNSTAT_OTH,EMP_FOR_NONRD_NUM,"Race of majority ownership - Is the race of the majority ownership of this establishment some other race, for example Hmong, Laotian, Pakistani, Cambodian, etc.?",All other Employees  - Total Foreign,43.50%
1305,INV_STAT,DISCON_OPS_STAT,Inventories: Status,Discontinued operations,43.50%
1306,INV_E_LIFO_RSV_VAL,CAPEX_WW_IIA_VAL,"Inventories: LIFO reserve, EOY",Expenditures: identifiable intangible assets,43.50%
1307,RCPT_CLIENT_S_HOSP,EXPS_WORLD_RD_RMB_MED_VAL,"Class of Customer, Hospitals and other health care services",Medical nonclinical R&D services provided to others,43.50%
1308,RCPT_CLIENT_S_TOT_PCT,EMP_WW_NONRD_NUM,"Class of Customer,  Total Services",All other Employees  - Total Worldwide,43.50%
1309,RCPT_ECOMM_SHPHDL_VAL,,Electronic Commerce (e-commerce) - S&H,Worldwide sales and operating revenue: Business Code,43.50%
1310,LICENSED_MD,EXPS_WORLD_RD_RMB_MED_VAL,Is there a licensed M.D. or D.O. working at this establishment?,Medical nonclinical R&D services provided to others,43.40%
1311,INCOM_BEF_INCOM_TAX_VAL,RCPT_TOT_SUM_BUSINESSCODE_ELIM,Income (loss) before income taxes,Worldwide sales and operating revenue less eliminations,43.40%
1312,PROP_MAR12_RN,EMP_DOM_NONRD_NUM,"Proprietor or Partner by Occupation, Registered nurses",All other Employees  - Total Domestic,43.40%
1313,RCPT_TELEMED_STAT,EXPS_WORLD_RD_RMB_MED_VAL,Revenues from Telemedicine Services: Status,Medical nonclinical R&D services provided to others,43.40%
1314,RCPT_CUST_LNGTEL_IND_DVAL,CAPEX_DOM_TOT_VAL,Household Fixed Long-distance revenue,Domestic capital expenditures,43.40%
1315,TAX_DOM_SL_VAL,CAPEX_DOM_TOT_VAL,Provision for current and deferred domestic income taxes - State and local,Domestic capital expenditures,43.40%
1316,INCOM_LOAN_VEH_INT_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income, Consumer vehicle loans, Interest","Domestic capital expenditures: property, plant, and equipment",43.40%
1317,OWNSTAT_RACE_JAPAN,AFFIL_OWNER_FOR_STAT,Race of majority ownership - Is the race of the majority ownership of this establishment Japanese?,Was company owned by a foreign company?,43.40%
1318,COST2U3B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 0 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.40%
1319,COST11U3B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 0 Bedrms, Cost #11",Sum of costs reported in Question 2-2,43.30%
1320,ROOM_RENT_TRANSIENT,EXPS_DOM_RD_CORE_TEMP_VAL,"Accomodations,  Number of rooms, units, or quarters primarily rented as transient guestrooms or units",Type of R&D Costs: Leased employees and temporary staffing  (Domestic),43.30%
1321,INV_E_LIFO_VAL,ASSET_DA_TOT_VAL,LIFO valuation method (gross),Depreciation: total,43.30%
1322,COST4U3B3INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 3 Bedrms, Cost #4",Sum of costs reported in Question 2-2,43.30%
1323,RCPT_NEWS_OTH_PCT,RCPT_DOM_SUM_BUSINESSCODE,Source of Newspaper Revenue: Other media,Total domestic net sales and operating revenues (copy),43.20%
1324,RCPT_LEISURE_DVAL,CAPEX_WW_TOT_VAL,leisure  revenue,Expenditures: total,43.20%
1325,COST3U3B0INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 0 Bedrms, Cost #3",Sum of costs reported in Question 2-2,43.20%
1326,PROP_MAR12_SPEECHPTH,EMP_DOM_TOT_NUM,"Proprietor or Partner by Occupation, Speech-language pathologists",Employees of domestic operations,43.20%
1327,SPACE_FOR_CLNC_YES,EXPS_WORLD_RD_RMB_MED_VAL,Did this establishment operate or lease space to a retail health clinic?,Medical nonclinical R&D services provided to others,43.20%
1328,CLNC_SEE_PERF_PUBL,EXPS_DOM_RD_INT_MED_PCT,Measures of Clinical Performance - Who sees your organization's measures of clinical performance - On public display?,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,43.20%
1329,RCPT_FOOD_CNTRC_GOV,EMP_DOM_TOT_NUM,"Contract Feeding, Governmental organizations (Federal, state, local), including correctional facilities",Employees of domestic operations,43.20%
1330,INV_PY_STDCOST_VAL,CAPEX_WW_IIA_VAL,"Inventory Valuation Methods: PY, Standard Cost",Expenditures: identifiable intangible assets,43.20%
1331,IA_PAPER_TYPOP_SELFDSG_11,,IA TYPOP Code - Merchant wholesale distributor or jobber,Worldwide sales and operating revenue: Business Code,43.20%
1332,RCPT_OVERTOP_TOT_PCT,CAPEX_WW_TOT_VAL,Percentage of receipts for over-the-top (OTT) services Total,Expenditures: total,43.20%
1333,COST2U3B0INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 0 Bedrms, Cost #2",Sum of costs reported in Question 2-2,43.10%
1334,ROBOT_ACTIVE_WRTIN,EMP_WW_TOT_NUM,Number of industrial robots IN OPERATION at this plant write-in description,"Total Employees, R&D employees and all others - Total worldwide (copy)",43.10%
1335,TOC_ADD_397,CAPEX_DOM_RD_STR_VAL,"Percent of Construction Work for Building Construction Additions, Alterations, or Reconstruction","Domestic capital expenditures for R&D, by type of asset: Buildings and land improvements",43.10%
1336,COST4U3B2INT4,EXPS_WORLD_RD_XTRA_VAL,"Fourth Interview, Coop, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,43.10%
1337,COST11,PAT_ISSUE_NUM,How many units available at eleventh cost?,How many utility patents were issued to your company in 2024 by the USPTO?,43.10%
1338,PROP_MAR12_OTHDENT,EMP_DOM_TOT_NUM,"Proprietor or Partner by Occupation,  Other dental practitioners (Include hygienists, technicians, and assistants.)",Employees of domestic operations,43.10%
1339,EMP_MACH,EMP_DOM_TOT_NUM,"Selected MetalWorking Employment,  Machine shop",Employees of domestic operations,43.10%
1340,PHYSLOC_MUNI,LRG_DOM_LOC_VAL,"Physical Location,  Municipality",R&D performed at largest domestic location,43.10%
1341,RCPT_MOTR_ELECT_DVAL,RCPT_DOM_SUM_BUSINESSCODE_ELIM,Electronic & Precision motor carrier revenue,Sales and operating revenues from domestic operations less eliminations,43.10%
1342,RCPT_TELEMED_VAL,EXPS_WORLD_RD_RMB_MED_VAL,Revenues from Telemedicine Services: Revenue,Medical nonclinical R&D services provided to others,43.10%
1343,PROP_MAR12_PSYCH,EMP_DOM_RD_RES_NUM,"Proprietor or Partner by Occupation, Licensed doctoral-level psychologists, including clinical psychologists, counseling psychologists, health psychologists, and neuropsychologists",R&D employees by occupation: Researchers - domestic,43.10%
1344,INCOM_U_LOAN_UNSEC_INT_PCT,CAPEX_DOM_PPE_VAL,"Loan Products Income,  Unsecured loans to consumers, Interest","Domestic capital expenditures: property, plant, and equipment",43.10%
1345,INCOM_UNIT_BROK_OTHER_PCT,ASSET_BK_MA_PPE_VAL,"Brokering and Dealing Products, Other","Acquisitions: property, plant, and equipment",43.10%
1346,RCPT_CLIENT_S_ENGIN,EXPS_WORLD_RD_RMB_PROT_VAL,"Class of Customer, Engineering firms",Prototypes of customer's products,43.00%
1347,LGL_FORM_CODE_NUM,EXPS_DOM_RD_CORE_SUM_BC,Legal form-of-organization code based on administrative records. The LGL_FORM_CODE is assigned in the EIN_UNITS and transferred to the EMPLOYER_UNITS. The EMPLOYER_UNITS code is carried to the SURVEY_UNITS_CENSUS table or SURVEY_UNITS_COS_ASM table.,"Domestic R&D paid for and performed by your company, by business code (Total) (copy)",43.00%
1348,EMP_SHEET,EMP_DOM_TOT_NUM,"Selected MetalWorking Employment, Sheet metal work, aluminum or steel",Employees of domestic operations,43.00%
1349,PAY_ANN_PRDWRK_PY,EMP_DOM_TOT_NUM,Annual Payroll for Production Workers Prior Year,"Total Employees, R&D employees and all others - Total domestic (copy)",43.00%
1350,HUS_BEST,EMP_UT_TOT_NUM,Number of HUs in the building,Total employees in Utah,43.00%
1351,COST4U3B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 0 Bedrms, Cost #4",Sum of costs reported in Question 2-2,43.00%
1352,PROP_MAR12_CHIRO,EXPS_MD_RD_INT_VAL,"Proprietor or Partner by Occupation, Chiropractic physicians - licensed practitioners having D.C. degree",Research and development paid for and performed by your company in Maryland,43.00%
1353,COST11U3B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 2 Bedrms, Cost #11",Sum of costs reported in Question 2-2,43.00%
1354,EXPS_BENEFIT_OTHPC_INS,ASSET_RV_PPE_VAL,"Benefits Paid, Other property and liability (casualty) insurance","Impairment: property, plant, and equipment",43.00%
1355,COST12U3B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 0 Bedrms, Cost #12",Sum of costs reported in Question 2-2,42.90%
1356,NAPCS_BLTOT,EXPS_WORLD_RD_XTRA_VAL,(sum of the BL by ID),Sum of costs reported in Question 2-2,42.90%
1357,PROP_MAR12_PHYASST,EMP_DOM_NONRD_NUM,"Proprietor or Partner by Occupation, Physician assistants",All other Employees  - Total Domestic,42.90%
1358,COST4U3B2INT3,EXPS_WORLD_RD_XTRA_VAL,"Third Interview, Coop, 2 Bedrms, Cost #4",Sum of costs reported in Question 2-2,42.90%
1359,OPSTAT_EXPECT_DATE,DISCON_OPS_STAT,"Operational Status: Under construction, development, or exploration",Discontinued operations,42.90%
1360,COST_RESALE_PY,,Products bought and sold as such without further processing  Prior Year,Domestic R&D performed by your company that was paid for by others  - Software products or software embedded in other projects or products,42.90%
1361,COST3U3B0INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 0 Bedrms, Cost #3",Sum of costs reported in Question 2-2,42.90%
1362,COST8U3B2INT2,EXPS_WORLD_RD_XTRA_VAL,"Second Interview, Coop, 2 Bedrms, Cost #8",Sum of costs reported in Question 2-2,42.90%
1363,RCPT_CLIENT_S_STGOV,EXPS_DOM_RD_RMB_INT_FEDGOV_EPA,"Class of Customer,  State and local governments, including public authorities","Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Environmental Protection Agency",42.90%
